stratum,tm,pop_average,pop_average_u5,prop_idp,y,m,admin0,admin1,dep_rate
Marka,74,267144,66786,0.304362586,2018,2,South-Central,Lower Shabelle,3019
Marka,75,265183,66296,0.302315687,2018,3,South-Central,Lower Shabelle,3251
Marka,76,262661,65665,0.298179287,2018,4,South-Central,Lower Shabelle,1249
Marka,77,262711,65678,0.300586687,2018,5,South-Central,Lower Shabelle,1567
Marka,78,263615,65904,0.308684388,2018,6,South-Central,Lower Shabelle,200
Marka,79,263914,65978,0.308601048,2018,7,South-Central,Lower Shabelle,535
Marka,80,263847,65962,0.307756242,2018,8,South-Central,Lower Shabelle,12784
Marka,81,252453,63113,0.289835518,2018,9,South-Central,Lower Shabelle,28961
Marka,82,224071,56018,0.238017666,2018,10,South-Central,Lower Shabelle,6319
Marka,83,218367,54592,0.228416102,2018,11,South-Central,Lower Shabelle,1494
Marka,84,217651,54413,0.229318942,2018,12,South-Central,Lower Shabelle,778
Owdweyne,13,86482,21620,NA,2013,1,NA,NA,NA
Owdweyne,14,86628,21657,NA,2013,2,NA,NA,NA
Owdweyne,15,86775,21694,NA,2013,3,NA,NA,NA
Owdweyne,16,86921,21730,NA,2013,4,NA,NA,NA
Owdweyne,17,87068,21767,NA,2013,5,NA,NA,NA
Owdweyne,18,87216,21804,NA,2013,6,NA,NA,NA
Owdweyne,19,87363,21841,NA,2013,7,NA,NA,NA
Owdweyne,20,87511,21878,NA,2013,8,NA,NA,NA
Owdweyne,21,87659,21915,NA,2013,9,NA,NA,NA
Owdweyne,22,87807,21952,NA,2013,10,NA,NA,NA
Owdweyne,23,87956,21989,NA,2013,11,NA,NA,NA
Owdweyne,24,88105,22026,NA,2013,12,NA,NA,NA
Owdweyne,25,88254,22064,NA,2014,1,NA,NA,NA
Owdweyne,26,88403,22101,NA,2014,2,NA,NA,NA
Owdweyne,27,88553,22138,NA,2014,3,NA,NA,NA
Owdweyne,28,88702,22176,NA,2014,4,NA,NA,NA
Owdweyne,29,88852,22213,NA,2014,5,NA,NA,NA
Owdweyne,30,89003,22251,NA,2014,6,NA,NA,NA
Owdweyne,31,89154,22288,NA,2014,7,NA,NA,NA
Owdweyne,32,89304,22326,NA,2014,8,NA,NA,NA
Owdweyne,33,89455,22364,NA,2014,9,NA,NA,NA
Owdweyne,34,89607,22402,NA,2014,10,NA,NA,NA
Owdweyne,35,89758,22440,NA,2014,11,NA,NA,NA
Owdweyne,36,89910,22478,NA,2014,12,NA,NA,NA
Owdweyne,37,90062,22516,NA,2015,1,NA,NA,NA
Owdweyne,38,90214,22554,NA,2015,2,NA,NA,NA
Owdweyne,39,90367,22592,NA,2015,3,NA,NA,NA
Owdweyne,40,90520,22630,NA,2015,4,NA,NA,NA
Owdweyne,41,90673,22668,NA,2015,5,NA,NA,NA
Owdweyne,42,90827,22707,NA,2015,6,NA,NA,NA
Owdweyne,43,90980,22745,NA,2015,7,NA,NA,NA
Owdweyne,44,91134,22784,NA,2015,8,NA,NA,NA
Owdweyne,45,91288,22822,NA,2015,9,NA,NA,NA
Owdweyne,46,91443,22861,NA,2015,10,NA,NA,NA
Owdweyne,47,91597,22899,NA,2015,11,NA,NA,NA
Owdweyne,48,91752,22938,NA,2015,12,NA,NA,NA
Owdweyne,49,91908,22977,0,2016,1,Puntland-Somaliland,Togdheer,0
Owdweyne,50,92063,23016,0,2016,2,Puntland-Somaliland,Togdheer,10
Owdweyne,51,92209,23052,0,2016,3,Puntland-Somaliland,Togdheer,18
Owdweyne,52,92347,23087,0,2016,4,Puntland-Somaliland,Togdheer,3
Owdweyne,53,92500,23125,0,2016,5,Puntland-Somaliland,Togdheer,0
Owdweyne,54,92657,23164,0,2016,6,Puntland-Somaliland,Togdheer,5
Owdweyne,55,92808,23202,0,2016,7,Puntland-Somaliland,Togdheer,12
Owdweyne,56,92953,23238,0,2016,8,Puntland-Somaliland,Togdheer,8
Owdweyne,57,93102,23276,0,2016,9,Puntland-Somaliland,Togdheer,0
Owdweyne,58,93260,23315,0,2016,10,Puntland-Somaliland,Togdheer,0
Owdweyne,59,93418,23354,0,2016,11,Puntland-Somaliland,Togdheer,462
Owdweyne,60,93114,23278,0,2016,12,Puntland-Somaliland,Togdheer,340
Owdweyne,61,92931,23233,0,2017,1,Puntland-Somaliland,Togdheer,8620
Owdweyne,62,84469,21117,0,2017,2,Puntland-Somaliland,Togdheer,1540
Owdweyne,63,83071,20768,0,2017,3,Puntland-Somaliland,Togdheer,1607
Owdweyne,64,81725,20431,0.001609308,2017,4,Puntland-Somaliland,Togdheer,826
Owdweyne,65,81377,20344,0.006245039,2017,5,Puntland-Somaliland,Togdheer,1372
Owdweyne,66,80627,20157,0.012779053,2017,6,Puntland-Somaliland,Togdheer,407
Owdweyne,67,80380,20095,0.013031908,2017,7,Puntland-Somaliland,Togdheer,231
Owdweyne,68,80474,20118,0.015631291,2017,8,Puntland-Somaliland,Togdheer,409
Owdweyne,69,80589,20147,0.020944673,2017,9,Puntland-Somaliland,Togdheer,2554
Owdweyne,70,80717,20179,0.05567269,2017,10,Puntland-Somaliland,Togdheer,182
Owdweyne,71,80831,20208,0.057744956,2017,11,Puntland-Somaliland,Togdheer,399
Owdweyne,72,80959,20240,0.062815483,2017,12,Puntland-Somaliland,Togdheer,331
Owdweyne,73,81096,20274,0.067092952,2018,1,Puntland-Somaliland,Togdheer,80
Owdweyne,74,81233,20308,0.068119687,2018,2,Puntland-Somaliland,Togdheer,179
Owdweyne,75,81332,20333,0.069883472,2018,3,Puntland-Somaliland,Togdheer,90
Owdweyne,76,81470,20368,0.071031435,2018,4,Puntland-Somaliland,Togdheer,29
Owdweyne,77,81608,20402,0.071400192,2018,5,Puntland-Somaliland,Togdheer,295
Owdweyne,78,81739,20435,0.07504671,2018,6,Puntland-Somaliland,Togdheer,115
Owdweyne,79,81877,20469,0.076497099,2018,7,Puntland-Somaliland,Togdheer,107
Owdweyne,80,82009,20502,0.077745614,2018,8,Puntland-Somaliland,Togdheer,230
Owdweyne,81,82126,20532,0.080325184,2018,9,Puntland-Somaliland,Togdheer,256
Owdweyne,82,82251,20563,0.083339855,2018,10,Puntland-Somaliland,Togdheer,546
Owdweyne,83,82204,20551,0.087567167,2018,11,Puntland-Somaliland,Togdheer,1050
Owdweyne,84,82233,20558,0.099034317,2018,12,Puntland-Somaliland,Togdheer,495
Qandala,13,130289,32572,NA,2013,1,NA,NA,NA
Qandala,14,130510,32628,NA,2013,2,NA,NA,NA
Qandala,15,130731,32683,NA,2013,3,NA,NA,NA
Qandala,16,130952,32738,NA,2013,4,NA,NA,NA
Qandala,17,131174,32794,NA,2013,5,NA,NA,NA
Qandala,18,131395,32849,NA,2013,6,NA,NA,NA
Qandala,19,131618,32904,NA,2013,7,NA,NA,NA
Qandala,20,131840,32960,NA,2013,8,NA,NA,NA
Qandala,21,132063,33016,NA,2013,9,NA,NA,NA
Qandala,22,132287,33072,NA,2013,10,NA,NA,NA
Qandala,23,132510,33128,NA,2013,11,NA,NA,NA
Qandala,24,132734,33184,NA,2013,12,NA,NA,NA
Qandala,25,132959,33240,NA,2014,1,NA,NA,NA
Qandala,26,133184,33296,NA,2014,2,NA,NA,NA
Qandala,27,133409,33352,NA,2014,3,NA,NA,NA
Qandala,28,133635,33409,NA,2014,4,NA,NA,NA
Qandala,29,133861,33465,NA,2014,5,NA,NA,NA
Qandala,30,134088,33522,NA,2014,6,NA,NA,NA
Qandala,31,134315,33579,NA,2014,7,NA,NA,NA
Qandala,32,134542,33636,NA,2014,8,NA,NA,NA
Qandala,33,134769,33692,NA,2014,9,NA,NA,NA
Qandala,34,134997,33749,NA,2014,10,NA,NA,NA
Qandala,35,135225,33806,NA,2014,11,NA,NA,NA
Qandala,36,135455,33864,NA,2014,12,NA,NA,NA
Qandala,37,135683,33921,NA,2015,1,NA,NA,NA
Qandala,38,135913,33978,NA,2015,2,NA,NA,NA
Qandala,39,136143,34036,NA,2015,3,NA,NA,NA
Qandala,40,136373,34093,NA,2015,4,NA,NA,NA
Qandala,41,136604,34151,NA,2015,5,NA,NA,NA
Qandala,42,136835,34209,NA,2015,6,NA,NA,NA
Qandala,43,137067,34267,NA,2015,7,NA,NA,NA
Qandala,44,137298,34324,NA,2015,8,NA,NA,NA
Qandala,45,137531,34383,NA,2015,9,NA,NA,NA
Qandala,46,137764,34441,NA,2015,10,NA,NA,NA
Qandala,47,137997,34499,NA,2015,11,NA,NA,NA
Qandala,48,138230,34558,NA,2015,12,NA,NA,NA
Qandala,49,138464,34616,0,2016,1,Puntland-Somaliland,Bari,0
Qandala,50,138698,34674,0,2016,2,Puntland-Somaliland,Bari,5
Qandala,51,138928,34732,0,2016,3,Puntland-Somaliland,Bari,8
Qandala,52,139155,34789,0,2016,4,Puntland-Somaliland,Bari,19
Qandala,53,139371,34843,0,2016,5,Puntland-Somaliland,Bari,0
Qandala,54,139607,34902,0,2016,6,Puntland-Somaliland,Bari,0
Qandala,55,139843,34961,0,2016,7,Puntland-Somaliland,Bari,0
Qandala,56,140080,35020,0,2016,8,Puntland-Somaliland,Bari,0
Qandala,57,140316,35079,0,2016,9,Puntland-Somaliland,Bari,9
Qandala,58,140545,35136,0,2016,10,Puntland-Somaliland,Bari,7
Qandala,59,140776,35194,0,2016,11,Puntland-Somaliland,Bari,1042
Qandala,60,139972,34993,0,2016,12,Puntland-Somaliland,Bari,13
Qandala,61,140195,35049,0,2017,1,Puntland-Somaliland,Bari,0
Qandala,62,140433,35108,0,2017,2,Puntland-Somaliland,Bari,7
Qandala,63,140670,35168,9.60E-05,2017,3,Puntland-Somaliland,Bari,20
Qandala,64,140891,35223,0.000137007,2017,4,Puntland-Somaliland,Bari,37
Qandala,65,141093,35273,0.000136921,2017,5,Puntland-Somaliland,Bari,0
Qandala,66,141331,35333,0.000136921,2017,6,Puntland-Somaliland,Bari,0
Qandala,67,141570,35392,0.000136921,2017,7,Puntland-Somaliland,Bari,0
Qandala,68,141810,35452,0.000136921,2017,8,Puntland-Somaliland,Bari,4
Qandala,69,142045,35511,0.000136912,2017,9,Puntland-Somaliland,Bari,5
Qandala,70,142281,35570,0.0001369,2017,10,Puntland-Somaliland,Bari,5
Qandala,71,142517,35629,0.000136888,2017,11,Puntland-Somaliland,Bari,63
Qandala,72,142699,35675,0.000190821,2017,12,Puntland-Somaliland,Bari,2350
Qandala,73,142074,35518,0.020232583,2018,1,Puntland-Somaliland,Bari,28
Qandala,74,142286,35572,0.020222883,2018,2,Puntland-Somaliland,Bari,10
Qandala,75,142517,35629,0.020219425,2018,3,Puntland-Somaliland,Bari,68
Qandala,76,142704,35676,0.02038705,2018,4,Puntland-Somaliland,Bari,85
Qandala,77,142945,35736,0.021503208,2018,5,Puntland-Somaliland,Bari,696
Qandala,78,143035,35759,0.028669433,2018,6,Puntland-Somaliland,Bari,315
Qandala,79,143249,35812,0.032426963,2018,7,Puntland-Somaliland,Bari,414
Qandala,80,143441,35860,0.037139683,2018,8,Puntland-Somaliland,Bari,66
Qandala,81,143662,35916,0.037696438,2018,9,Puntland-Somaliland,Bari,137
Qandala,82,143866,35966,0.038939865,2018,10,Puntland-Somaliland,Bari,203
Qandala,83,144070,36018,0.041031092,2018,11,Puntland-Somaliland,Bari,615
Qandala,84,144264,36066,0.048262101,2018,12,Puntland-Somaliland,Bari,609
Qansax Dheere,13,114660,28665,NA,2013,1,NA,NA,NA
Qansax Dheere,14,114855,28714,NA,2013,2,NA,NA,NA
Qansax Dheere,15,115049,28762,NA,2013,3,NA,NA,NA
Qansax Dheere,16,115243,28811,NA,2013,4,NA,NA,NA
Qansax Dheere,17,115438,28860,NA,2013,5,NA,NA,NA
Qansax Dheere,18,115633,28908,NA,2013,6,NA,NA,NA
Qansax Dheere,19,115829,28957,NA,2013,7,NA,NA,NA
Qansax Dheere,20,116025,29006,NA,2013,8,NA,NA,NA
Qansax Dheere,21,116221,29055,NA,2013,9,NA,NA,NA
Qansax Dheere,22,116418,29104,NA,2013,10,NA,NA,NA
Qansax Dheere,23,116615,29154,NA,2013,11,NA,NA,NA
Qansax Dheere,24,116812,29203,NA,2013,12,NA,NA,NA
Qansax Dheere,25,117010,29252,NA,2014,1,NA,NA,NA
Qansax Dheere,26,117208,29302,NA,2014,2,NA,NA,NA
Qansax Dheere,27,117406,29352,NA,2014,3,NA,NA,NA
Qansax Dheere,28,117605,29401,NA,2014,4,NA,NA,NA
Qansax Dheere,29,117803,29451,NA,2014,5,NA,NA,NA
Qansax Dheere,30,118003,29501,NA,2014,6,NA,NA,NA
Qansax Dheere,31,118202,29550,NA,2014,7,NA,NA,NA
Qansax Dheere,32,118403,29601,NA,2014,8,NA,NA,NA
Qansax Dheere,33,118603,29651,NA,2014,9,NA,NA,NA
Qansax Dheere,34,118803,29701,NA,2014,10,NA,NA,NA
Qansax Dheere,35,119004,29751,NA,2014,11,NA,NA,NA
Qansax Dheere,36,119206,29802,NA,2014,12,NA,NA,NA
Qansax Dheere,37,119407,29852,NA,2015,1,NA,NA,NA
Qansax Dheere,38,119609,29902,NA,2015,2,NA,NA,NA
Qansax Dheere,39,119812,29953,NA,2015,3,NA,NA,NA
Qansax Dheere,40,120015,30004,NA,2015,4,NA,NA,NA
Qansax Dheere,41,120217,30054,NA,2015,5,NA,NA,NA
Qansax Dheere,42,120421,30105,NA,2015,6,NA,NA,NA
Qansax Dheere,43,120624,30156,NA,2015,7,NA,NA,NA
Qansax Dheere,44,120829,30207,NA,2015,8,NA,NA,NA
Qansax Dheere,45,121033,30258,NA,2015,9,NA,NA,NA
Qansax Dheere,46,121237,30309,NA,2015,10,NA,NA,NA
Qansax Dheere,47,121443,30361,NA,2015,11,NA,NA,NA
Qansax Dheere,48,121648,30412,NA,2015,12,NA,NA,NA
Qansax Dheere,49,121854,30464,0.038803139,2016,1,South-Central,Bay,55
Qansax Dheere,50,122005,30501,0.038784654,2016,2,South-Central,Bay,47
Qansax Dheere,51,122164,30541,0.038768885,2016,3,South-Central,Bay,88
Qansax Dheere,52,122293,30573,0.038825811,2016,4,South-Central,Bay,22
Qansax Dheere,53,122478,30620,0.038818438,2016,5,South-Central,Bay,4
Qansax Dheere,54,122685,30671,0.038851575,2016,6,South-Central,Bay,143
Qansax Dheere,55,122860,30715,0.039750242,2016,7,South-Central,Bay,194
Qansax Dheere,56,122874,30718,0.039683863,2016,8,South-Central,Bay,66
Qansax Dheere,57,123016,30754,0.039661319,2016,9,South-Central,Bay,61
Qansax Dheere,58,123162,30790,0.039640518,2016,10,South-Central,Bay,11
Qansax Dheere,59,123360,30840,0.039636773,2016,11,South-Central,Bay,190
Qansax Dheere,60,123379,30845,0.039572201,2016,12,South-Central,Bay,31
Qansax Dheere,61,123556,30889,0.039561684,2017,1,South-Central,Bay,1390
Qansax Dheere,62,122405,30601,0.039347361,2017,2,South-Central,Bay,2731
Qansax Dheere,63,119931,29983,0.038849822,2017,3,South-Central,Bay,11729
Qansax Dheere,64,108410,27102,0.034861757,2017,4,South-Central,Bay,10046
Qansax Dheere,65,98547,24637,0.031409963,2017,5,South-Central,Bay,1537
Qansax Dheere,66,97277,24319,0.032001695,2017,6,South-Central,Bay,2240
Qansax Dheere,67,95259,23815,0.031851977,2017,7,South-Central,Bay,2679
Qansax Dheere,68,92741,23185,0.030876706,2017,8,South-Central,Bay,2037
Qansax Dheere,69,90861,22715,0.030136452,2017,9,South-Central,Bay,2284
Qansax Dheere,70,88866,22216,0.030998598,2017,10,South-Central,Bay,1548
Qansax Dheere,71,87474,21868,0.030464151,2017,11,South-Central,Bay,988
Qansax Dheere,72,86634,21658,0.030081891,2017,12,South-Central,Bay,528
Qansax Dheere,73,86252,21563,0.029877956,2018,1,South-Central,Bay,2666
Qansax Dheere,74,83845,20961,0.030345937,2018,2,South-Central,Bay,1577
Qansax Dheere,75,82409,20602,0.029700999,2018,3,South-Central,Bay,3660
Qansax Dheere,76,78889,19722,0.028206776,2018,4,South-Central,Bay,1622
Qansax Dheere,77,77400,19350,0.027545775,2018,5,South-Central,Bay,372
Qansax Dheere,78,77159,19290,0.027394439,2018,6,South-Central,Bay,617
Qansax Dheere,79,76673,19168,0.027143861,2018,7,South-Central,Bay,888
Qansax Dheere,80,75914,18978,0.026783841,2018,8,South-Central,Bay,511
Qansax Dheere,81,75532,18883,0.026577023,2018,9,South-Central,Bay,683
Qansax Dheere,82,74977,18744,0.026301061,2018,10,South-Central,Bay,822
Qansax Dheere,83,74281,18570,0.025969509,2018,11,South-Central,Bay,749
Qansax Dheere,84,73658,18414,0.025667918,2018,12,South-Central,Bay,295
Qardho,13,155267,38817,NA,2013,1,NA,NA,NA
Qardho,14,155530,38882,NA,2013,2,NA,NA,NA
Qardho,15,155793,38948,NA,2013,3,NA,NA,NA
Qardho,16,156056,39014,NA,2013,4,NA,NA,NA
Qardho,17,156320,39080,NA,2013,5,NA,NA,NA
Qardho,18,156584,39146,NA,2013,6,NA,NA,NA
Qardho,19,156850,39212,NA,2013,7,NA,NA,NA
Qardho,20,157115,39279,NA,2013,8,NA,NA,NA
Qardho,21,157380,39345,NA,2013,9,NA,NA,NA
Qardho,22,157647,39412,NA,2013,10,NA,NA,NA
Qardho,23,157913,39478,NA,2013,11,NA,NA,NA
Qardho,24,158180,39545,NA,2013,12,NA,NA,NA
Qardho,25,158448,39612,NA,2014,1,NA,NA,NA
Qardho,26,158716,39679,NA,2014,2,NA,NA,NA
Qardho,27,158985,39746,NA,2014,3,NA,NA,NA
Qardho,28,159254,39814,NA,2014,4,NA,NA,NA
Qardho,29,159523,39881,NA,2014,5,NA,NA,NA
Qardho,30,159793,39948,NA,2014,6,NA,NA,NA
Qardho,31,160063,40016,NA,2014,7,NA,NA,NA
Qardho,32,160334,40084,NA,2014,8,NA,NA,NA
Qardho,33,160605,40151,NA,2014,9,NA,NA,NA
Qardho,34,160877,40219,NA,2014,10,NA,NA,NA
Qardho,35,161149,40287,NA,2014,11,NA,NA,NA
Qardho,36,161422,40356,NA,2014,12,NA,NA,NA
Qardho,37,161695,40424,NA,2015,1,NA,NA,NA
Qardho,38,161968,40492,NA,2015,2,NA,NA,NA
Qardho,39,162242,40560,NA,2015,3,NA,NA,NA
Qardho,40,162517,40629,NA,2015,4,NA,NA,NA
Qardho,41,162792,40698,NA,2015,5,NA,NA,NA
Qardho,42,163067,40767,NA,2015,6,NA,NA,NA
Qardho,43,163343,40836,NA,2015,7,NA,NA,NA
Qardho,44,163619,40905,NA,2015,8,NA,NA,NA
Qardho,45,163896,40974,NA,2015,9,NA,NA,NA
Qardho,46,164173,41043,NA,2015,10,NA,NA,NA
Qardho,47,164451,41113,NA,2015,11,NA,NA,NA
Qardho,48,164729,41182,NA,2015,12,NA,NA,NA
Qardho,49,165008,41252,0.124386596,2016,1,Puntland-Somaliland,Bari,8
Qardho,50,165338,41334,0.124781635,2016,2,Puntland-Somaliland,Bari,7
Qardho,51,165653,41413,0.125061134,2016,3,Puntland-Somaliland,Bari,43
Qardho,52,166025,41506,0.125940297,2016,4,Puntland-Somaliland,Bari,489
Qardho,53,165912,41478,0.126165438,2016,5,Puntland-Somaliland,Bari,5
Qardho,54,166254,41564,0.126608387,2016,6,Puntland-Somaliland,Bari,26
Qardho,55,166711,41678,0.127951883,2016,7,Puntland-Somaliland,Bari,4
Qardho,56,167101,41775,0.128703364,2016,8,Puntland-Somaliland,Bari,23
Qardho,57,167442,41860,0.129227935,2016,9,Puntland-Somaliland,Bari,22
Qardho,58,167763,41941,0.129611267,2016,10,Puntland-Somaliland,Bari,11
Qardho,59,168181,42045,0.130572515,2016,11,Puntland-Somaliland,Bari,35
Qardho,60,168559,42140,0.131403092,2016,12,Puntland-Somaliland,Bari,125
Qardho,61,168904,42226,0.132524884,2017,1,Puntland-Somaliland,Bari,203
Qardho,62,169222,42306,0.133905992,2017,2,Puntland-Somaliland,Bari,1456
Qardho,63,169560,42390,0.142599277,2017,3,Puntland-Somaliland,Bari,4588
Qardho,64,171041,42760,0.1764422,2017,4,Puntland-Somaliland,Bari,431
Qardho,65,173015,43254,0.189772141,2017,5,Puntland-Somaliland,Bari,60
Qardho,66,173392,43348,0.190623311,2017,6,Puntland-Somaliland,Bari,144
Qardho,67,173808,43452,0.192148025,2017,7,Puntland-Somaliland,Bari,224
Qardho,68,174158,43540,0.193652098,2017,8,Puntland-Somaliland,Bari,100
Qardho,69,174527,43632,0.194641383,2017,9,Puntland-Somaliland,Bari,113
Qardho,70,174964,43741,0.196121917,2017,10,Puntland-Somaliland,Bari,3393
Qardho,71,174724,43681,0.209818112,2017,11,Puntland-Somaliland,Bari,809
Qardho,72,174828,43707,0.212598963,2017,12,Puntland-Somaliland,Bari,395
Qardho,73,175615,43904,0.217690325,2018,1,Puntland-Somaliland,Bari,306
Qardho,74,175981,43995,0.219618436,2018,2,Puntland-Somaliland,Bari,242
Qardho,75,176512,44128,0.222267803,2018,3,Puntland-Somaliland,Bari,692
Qardho,76,176848,44212,0.225828292,2018,4,Puntland-Somaliland,Bari,1155
Qardho,77,178340,44585,0.238863214,2018,5,Puntland-Somaliland,Bari,636
Qardho,78,179422,44856,0.246674356,2018,6,Puntland-Somaliland,Bari,632
Qardho,79,181017,45254,0.257546187,2018,7,Puntland-Somaliland,Bari,287
Qardho,80,182097,45524,0.263554721,2018,8,Puntland-Somaliland,Bari,151
Qardho,81,182929,45732,0.267391225,2018,9,Puntland-Somaliland,Bari,275
Qardho,82,183663,45916,0.271142044,2018,10,Puntland-Somaliland,Bari,1015
Qardho,83,184491,46123,0.278562394,2018,11,Puntland-Somaliland,Bari,318
Qardho,84,185324,46331,0.28300941,2018,12,Puntland-Somaliland,Bari,138
Qoryooley,13,256800,64200,NA,2013,1,NA,NA,NA
Qoryooley,14,257234,64308,NA,2013,2,NA,NA,NA
Qoryooley,15,257669,64417,NA,2013,3,NA,NA,NA
Qoryooley,16,258105,64526,NA,2013,4,NA,NA,NA
Qoryooley,17,258542,64636,NA,2013,5,NA,NA,NA
Qoryooley,18,258980,64745,NA,2013,6,NA,NA,NA
Qoryooley,19,259418,64854,NA,2013,7,NA,NA,NA
Qoryooley,20,259856,64964,NA,2013,8,NA,NA,NA
Qoryooley,21,260296,65074,NA,2013,9,NA,NA,NA
Qoryooley,22,260736,65184,NA,2013,10,NA,NA,NA
Qoryooley,23,261178,65294,NA,2013,11,NA,NA,NA
Qoryooley,24,261619,65405,NA,2013,12,NA,NA,NA
Qoryooley,25,262062,65516,NA,2014,1,NA,NA,NA
Qoryooley,26,262505,65626,NA,2014,2,NA,NA,NA
Qoryooley,27,262949,65737,NA,2014,3,NA,NA,NA
Qoryooley,28,263394,65848,NA,2014,4,NA,NA,NA
Qoryooley,29,263839,65960,NA,2014,5,NA,NA,NA
Qoryooley,30,264286,66072,NA,2014,6,NA,NA,NA
Qoryooley,31,264733,66183,NA,2014,7,NA,NA,NA
Qoryooley,32,265181,66295,NA,2014,8,NA,NA,NA
Qoryooley,33,265629,66407,NA,2014,9,NA,NA,NA
Qoryooley,34,266079,66520,NA,2014,10,NA,NA,NA
Qoryooley,35,266529,66632,NA,2014,11,NA,NA,NA
Qoryooley,36,266980,66745,NA,2014,12,NA,NA,NA
Qoryooley,37,267431,66858,NA,2015,1,NA,NA,NA
Qoryooley,38,267884,66971,NA,2015,2,NA,NA,NA
Qoryooley,39,268337,67084,NA,2015,3,NA,NA,NA
Qoryooley,40,268791,67198,NA,2015,4,NA,NA,NA
Qoryooley,41,269245,67311,NA,2015,5,NA,NA,NA
Qoryooley,42,269701,67425,NA,2015,6,NA,NA,NA
Qoryooley,43,270157,67539,NA,2015,7,NA,NA,NA
Qoryooley,44,270615,67654,NA,2015,8,NA,NA,NA
Qoryooley,45,271072,67768,NA,2015,9,NA,NA,NA
Qoryooley,46,271531,67883,NA,2015,10,NA,NA,NA
Qoryooley,47,271990,67998,NA,2015,11,NA,NA,NA
Qoryooley,48,272450,68112,NA,2015,12,NA,NA,NA
Qoryooley,49,272911,68228,0.037244265,2016,1,South-Central,Lower Shabelle,78
Qoryooley,50,273300,68325,0.037252273,2016,2,South-Central,Lower Shabelle,71
Qoryooley,51,273691,68423,0.037242177,2016,3,South-Central,Lower Shabelle,587
Qoryooley,52,274951,68738,0.042434392,2016,4,South-Central,Lower Shabelle,160
Qoryooley,53,275256,68814,0.042408543,2016,5,South-Central,Lower Shabelle,473
Qoryooley,54,275290,68822,0.042487628,2016,6,South-Central,Lower Shabelle,244
Qoryooley,55,275511,68878,0.042448201,2016,7,South-Central,Lower Shabelle,329
Qoryooley,56,275649,68912,0.042395129,2016,8,South-Central,Lower Shabelle,425
Qoryooley,57,275697,68924,0.042353183,2016,9,South-Central,Lower Shabelle,137
Qoryooley,58,276026,69006,0.042331145,2016,10,South-Central,Lower Shabelle,772
Qoryooley,59,293191,73298,0.108252349,2016,11,South-Central,Lower Shabelle,148
Qoryooley,60,293642,73410,0.108559617,2016,12,South-Central,Lower Shabelle,164
Qoryooley,61,293975,73494,0.108495462,2017,1,South-Central,Lower Shabelle,239
Qoryooley,62,294335,73584,0.108762721,2017,2,South-Central,Lower Shabelle,2069
Qoryooley,63,294475,73619,0.113995291,2017,3,South-Central,Lower Shabelle,4235
Qoryooley,64,291928,72982,0.116460138,2017,4,South-Central,Lower Shabelle,6693
Qoryooley,65,285729,71432,0.113631481,2017,5,South-Central,Lower Shabelle,1125
Qoryooley,66,287633,71908,0.122436156,2017,6,South-Central,Lower Shabelle,240
Qoryooley,67,287879,71970,0.122327758,2017,7,South-Central,Lower Shabelle,660
Qoryooley,68,289186,72296,0.127384514,2017,8,South-Central,Lower Shabelle,2100
Qoryooley,69,287575,71894,0.126402901,2017,9,South-Central,Lower Shabelle,4711
Qoryooley,70,283350,70838,0.124204562,2017,10,South-Central,Lower Shabelle,4285
Qoryooley,71,279545,69886,0.122208449,2017,11,South-Central,Lower Shabelle,1598
Qoryooley,72,278420,69605,0.121465319,2017,12,South-Central,Lower Shabelle,721
Qoryooley,73,278170,69542,0.121130598,2018,1,South-Central,Lower Shabelle,671
Qoryooley,74,278067,69517,0.121187738,2018,2,South-Central,Lower Shabelle,3277
Qoryooley,75,275261,68815,0.119667461,2018,3,South-Central,Lower Shabelle,2255
Qoryooley,76,273618,68404,0.119181729,2018,4,South-Central,Lower Shabelle,2737
Qoryooley,77,272333,68083,0.121694258,2018,5,South-Central,Lower Shabelle,4324
Qoryooley,78,269902,67476,0.125139797,2018,6,South-Central,Lower Shabelle,652
Qoryooley,79,269977,67494,0.125865489,2018,7,South-Central,Lower Shabelle,2324
Qoryooley,80,268115,67029,0.124731543,2018,8,South-Central,Lower Shabelle,16006
Qoryooley,81,252850,63212,0.117896474,2018,9,South-Central,Lower Shabelle,8371
Qoryooley,82,245086,61272,0.114453352,2018,10,South-Central,Lower Shabelle,3348
Qoryooley,83,242152,60538,0.112770712,2018,11,South-Central,Lower Shabelle,744
Qoryooley,84,241818,60454,0.112397433,2018,12,South-Central,Lower Shabelle,336
Rab Dhuure,13,55532,13883,NA,2013,1,NA,NA,NA
Rab Dhuure,14,55626,13906,NA,2013,2,NA,NA,NA
Rab Dhuure,15,55721,13930,NA,2013,3,NA,NA,NA
Rab Dhuure,16,55815,13954,NA,2013,4,NA,NA,NA
Rab Dhuure,17,55909,13977,NA,2013,5,NA,NA,NA
Rab Dhuure,18,56004,14001,NA,2013,6,NA,NA,NA
Rab Dhuure,19,56099,14025,NA,2013,7,NA,NA,NA
Rab Dhuure,20,56194,14048,NA,2013,8,NA,NA,NA
Rab Dhuure,21,56289,14072,NA,2013,9,NA,NA,NA
Rab Dhuure,22,56384,14096,NA,2013,10,NA,NA,NA
Rab Dhuure,23,56479,14120,NA,2013,11,NA,NA,NA
Rab Dhuure,24,56575,14144,NA,2013,12,NA,NA,NA
